block,season,key,metric,value,note
per_club,2026-27,FORECAST|MCI,n_1000+,14.0,
per_club,2026-27,FORECAST|MUN,n_1000+,17.0,
per_club,2026-27,FORECAST|NEW,n_1000+,18.0,
per_club,2026-27,FORECAST|NFO,n_1000+,11.0,
per_club,2026-27,FORECAST|SUN,n_1000+,16.0,
per_club,2026-27,FORECAST|TOT,n_1000+,15.0,
per_club,2026-27,FORECAST|ARS,n_2000+,9.0,
per_club,2026-27,FORECAST|AVL,n_2000+,11.0,
per_club,2026-27,FORECAST|BHA,n_2000+,9.0,
per_club,2026-27,FORECAST|BOU,n_2000+,10.0,
per_club,2026-27,FORECAST|BRE,n_2000+,10.0,
per_club,2026-27,FORECAST|CHE,n_2000+,10.0,
per_club,2026-27,FORECAST|COV,n_2000+,10.0,
per_club,2026-27,FORECAST|CRY,n_2000+,7.0,
per_club,2026-27,FORECAST|EVE,n_2000+,10.0,
per_club,2026-27,FORECAST|FUL,n_2000+,11.0,
per_club,2026-27,FORECAST|HUL,n_2000+,10.0,
per_club,2026-27,FORECAST|IPS,n_2000+,10.0,
per_club,2026-27,FORECAST|LEE,n_2000+,11.0,
per_club,2026-27,FORECAST|LIV,n_2000+,9.0,
per_club,2026-27,FORECAST|MCI,n_2000+,10.0,
per_club,2026-27,FORECAST|MUN,n_2000+,10.0,
per_club,2026-27,FORECAST|NEW,n_2000+,9.0,
per_club,2026-27,FORECAST|NFO,n_2000+,11.0,
per_club,2026-27,FORECAST|SUN,n_2000+,10.0,
per_club,2026-27,FORECAST|TOT,n_2000+,7.0,
per_club,2026-27,FORECAST|ARS,n_3000+,2.0,
per_club,2026-27,FORECAST|AVL,n_3000+,4.0,
per_club,2026-27,FORECAST|BHA,n_3000+,1.0,
per_club,2026-27,FORECAST|BOU,n_3000+,3.0,
per_club,2026-27,FORECAST|BRE,n_3000+,5.0,
per_club,2026-27,FORECAST|CHE,n_3000+,2.0,
per_club,2026-27,FORECAST|COV,n_3000+,3.0,
per_club,2026-27,FORECAST|CRY,n_3000+,3.0,
per_club,2026-27,FORECAST|EVE,n_3000+,5.0,
per_club,2026-27,FORECAST|FUL,n_3000+,3.0,
per_club,2026-27,FORECAST|HUL,n_3000+,3.0,
per_club,2026-27,FORECAST|IPS,n_3000+,3.0,
per_club,2026-27,FORECAST|LEE,n_3000+,5.0,
per_club,2026-27,FORECAST|LIV,n_3000+,4.0,
per_club,2026-27,FORECAST|MCI,n_3000+,2.0,
per_club,2026-27,FORECAST|MUN,n_3000+,2.0,
per_club,2026-27,FORECAST|NEW,n_3000+,2.0,
per_club,2026-27,FORECAST|NFO,n_3000+,4.0,
per_club,2026-27,FORECAST|SUN,n_3000+,3.0,
per_club,2026-27,FORECAST|TOT,n_3000+,4.0,
per_club,2026-27,FORECAST|ARS,top11_share,0.742822966507177,
per_club,2026-27,FORECAST|AVL,top11_share,0.802046783625731,
per_club,2026-27,FORECAST|BHA,top11_share,0.7405369484316853,
per_club,2026-27,FORECAST|BOU,top11_share,0.7874269005847954,
per_club,2026-27,FORECAST|BRE,top11_share,0.7926103136629452,
per_club,2026-27,FORECAST|CHE,top11_share,0.7777777777777778,
per_club,2026-27,FORECAST|COV,top11_share,0.8021796916533759,
per_club,2026-27,FORECAST|CRY,top11_share,0.7169324827219564,
per_club,2026-27,FORECAST|EVE,top11_share,0.8191653375863902,
per_club,2026-27,FORECAST|FUL,top11_share,0.762254120148857,
per_club,2026-27,FORECAST|HUL,top11_share,0.7984316852737905,
per_club,2026-27,FORECAST|IPS,top11_share,0.7654173312068049,
per_club,2026-27,FORECAST|LEE,top11_share,0.8413343965975545,
per_club,2026-27,FORECAST|LIV,top11_share,0.7808612440191387,
per_club,2026-27,FORECAST|MCI,top11_share,0.7745614035087719,
per_club,2026-27,FORECAST|MUN,top11_share,0.7542796384901648,
per_club,2026-27,FORECAST|NEW,top11_share,0.694949494949495,
per_club,2026-27,FORECAST|NFO,top11_share,0.8147262094630515,
per_club,2026-27,FORECAST|SUN,top11_share,0.7849813928761297,
per_club,2026-27,FORECAST|TOT,top11_share,0.7395800106326422,
per_club,2026-27,FORECAST|ARS,gini,0.4702471161552281,
per_club,2026-27,FORECAST|AVL,gini,0.5021565886584898,
per_club,2026-27,FORECAST|BHA,gini,0.4945137024534169,
per_club,2026-27,FORECAST|BOU,gini,0.4745183340642823,
per_club,2026-27,FORECAST|BRE,gini,0.4751763235970421,
per_club,2026-27,FORECAST|CHE,gini,0.6117071273911365,
per_club,2026-27,FORECAST|COV,gini,0.5415094339622641,
per_club,2026-27,FORECAST|CRY,gini,0.5159521910889909,
per_club,2026-27,FORECAST|EVE,gini,0.435921231726503,
per_club,2026-27,FORECAST|FUL,gini,0.3742608879818688,
per_club,2026-27,FORECAST|HUL,gini,0.5612302197188903,
per_club,2026-27,FORECAST|IPS,gini,0.5134024638837189,
per_club,2026-27,FORECAST|LEE,gini,0.490896946054987,
per_club,2026-27,FORECAST|LIV,gini,0.5957200510971185,
per_club,2026-27,FORECAST|MCI,gini,0.5306770542511987,
per_club,2026-27,FORECAST|MUN,gini,0.5541806410545524,
per_club,2026-27,FORECAST|NEW,gini,0.373364161849711,
per_club,2026-27,FORECAST|NFO,gini,0.4875261037479486,
per_club,2026-27,FORECAST|SUN,gini,0.4497916832947561,
per_club,2026-27,FORECAST|TOT,gini,0.5827424270697269,
per_club,2023-24,actual 2023-24|ARS,players,38.0,
per_club,2023-24,actual 2023-24|AVL,players,44.0,
per_club,2023-24,actual 2023-24|BHA,players,47.0,
per_club,2023-24,actual 2023-24|BOU,players,41.0,
per_club,2023-24,actual 2023-24|BRE,players,44.0,
per_club,2023-24,actual 2023-24|BUR,players,44.0,
per_club,2023-24,actual 2023-24|CHE,players,59.0,
per_club,2023-24,actual 2023-24|CRY,players,39.0,
per_club,2023-24,actual 2023-24|EVE,players,34.0,
per_club,2023-24,actual 2023-24|FUL,players,38.0,
per_club,2023-24,actual 2023-24|LIV,players,42.0,
per_club,2023-24,actual 2023-24|LUT,players,49.0,
per_club,2023-24,actual 2023-24|MCI,players,31.0,
per_club,2023-24,actual 2023-24|MUN,players,47.0,
per_club,2023-24,actual 2023-24|NEW,players,44.0,
per_club,2023-24,actual 2023-24|NFO,players,56.0,
per_club,2023-24,actual 2023-24|SHU,players,45.0,
per_club,2023-24,actual 2023-24|TOT,players,43.0,
per_club,2023-24,actual 2023-24|WHU,players,34.0,
per_club,2023-24,actual 2023-24|WOL,players,46.0,
per_club,2023-24,actual 2023-24|ARS,used(>0),25.0,
per_club,2023-24,actual 2023-24|AVL,used(>0),30.0,
per_club,2023-24,actual 2023-24|BHA,used(>0),30.0,
per_club,2023-24,actual 2023-24|BOU,used(>0),30.0,
per_club,2023-24,actual 2023-24|BRE,used(>0),28.0,
per_club,2023-24,actual 2023-24|BUR,used(>0),31.0,
per_club,2023-24,actual 2023-24|CHE,used(>0),32.0,
per_club,2023-24,actual 2023-24|CRY,used(>0),26.0,
per_club,2023-24,actual 2023-24|EVE,used(>0),24.0,
per_club,2023-24,actual 2023-24|FUL,used(>0),25.0,
per_club,2023-24,actual 2023-24|LIV,used(>0),30.0,
per_club,2023-24,actual 2023-24|LUT,used(>0),28.0,
per_club,2023-24,actual 2023-24|MCI,used(>0),22.0,
per_club,2023-24,actual 2023-24|MUN,used(>0),30.0,
per_club,2023-24,actual 2023-24|NEW,used(>0),32.0,
per_club,2023-24,actual 2023-24|NFO,used(>0),31.0,
per_club,2023-24,actual 2023-24|SHU,used(>0),35.0,
per_club,2023-24,actual 2023-24|TOT,used(>0),29.0,
per_club,2023-24,actual 2023-24|WHU,used(>0),26.0,
per_club,2023-24,actual 2023-24|WOL,used(>0),26.0,
per_club,2023-24,actual 2023-24|ARS,total_mins,37472.0,
per_club,2023-24,actual 2023-24|AVL,total_mins,37496.0,
per_club,2023-24,actual 2023-24|BHA,total_mins,37437.0,
per_club,2023-24,actual 2023-24|BOU,total_mins,37429.0,
per_club,2023-24,actual 2023-24|BRE,total_mins,37892.0,
per_club,2023-24,actual 2023-24|BUR,total_mins,37334.0,
per_club,2023-24,actual 2023-24|CHE,total_mins,36991.0,
per_club,2023-24,actual 2023-24|CRY,total_mins,37501.0,
per_club,2023-24,actual 2023-24|EVE,total_mins,37252.0,
per_club,2023-24,actual 2023-24|FUL,total_mins,37971.0,
per_club,2023-24,actual 2023-24|LIV,total_mins,37297.0,
per_club,2023-24,actual 2023-24|LUT,total_mins,37480.0,
per_club,2023-24,actual 2023-24|MCI,total_mins,37572.0,
per_club,2023-24,actual 2023-24|MUN,total_mins,37099.0,
per_club,2023-24,actual 2023-24|NEW,total_mins,37521.0,
per_club,2023-24,actual 2023-24|NFO,total_mins,37121.0,
per_club,2023-24,actual 2023-24|SHU,total_mins,37380.0,
per_club,2023-24,actual 2023-24|TOT,total_mins,37569.0,
per_club,2023-24,actual 2023-24|WHU,total_mins,37607.0,
per_club,2023-24,actual 2023-24|WOL,total_mins,37209.0,
per_club,2023-24,actual 2023-24|ARS,n_1000+,14.0,
per_club,2023-24,actual 2023-24|AVL,n_1000+,15.0,
per_club,2023-24,actual 2023-24|BHA,n_1000+,17.0,
per_club,2023-24,actual 2023-24|BOU,n_1000+,16.0,
per_club,2023-24,actual 2023-24|BRE,n_1000+,17.0,
per_club,2023-24,actual 2023-24|BUR,n_1000+,16.0,
per_club,2023-24,actual 2023-24|CHE,n_1000+,16.0,
per_club,2023-24,actual 2023-24|CRY,n_1000+,18.0,
per_club,2023-24,actual 2023-24|EVE,n_1000+,14.0,
per_club,2023-24,actual 2023-24|FUL,n_1000+,18.0,
per_club,2023-24,actual 2023-24|LIV,n_1000+,18.0,
per_club,2023-24,actual 2023-24|LUT,n_1000+,19.0,
per_club,2023-24,actual 2023-24|MCI,n_1000+,15.0,
per_club,2023-24,actual 2023-24|MUN,n_1000+,16.0,
per_club,2023-24,actual 2023-24|NEW,n_1000+,17.0,
per_club,2023-24,actual 2023-24|NFO,n_1000+,18.0,
per_club,2023-24,actual 2023-24|SHU,n_1000+,13.0,
per_club,2023-24,actual 2023-24|TOT,n_1000+,15.0,
per_club,2023-24,actual 2023-24|WHU,n_1000+,13.0,
per_club,2023-24,actual 2023-24|WOL,n_1000+,14.0,
per_club,2023-24,actual 2023-24|ARS,n_2000+,9.0,
per_club,2023-24,actual 2023-24|AVL,n_2000+,10.0,
per_club,2023-24,actual 2023-24|BHA,n_2000+,6.0,
per_club,2023-24,actual 2023-24|BOU,n_2000+,9.0,
per_club,2023-24,actual 2023-24|BRE,n_2000+,7.0,
per_club,2023-24,actual 2023-24|BUR,n_2000+,8.0,
per_club,2023-24,actual 2023-24|CHE,n_2000+,7.0,
per_club,2023-24,actual 2023-24|CRY,n_2000+,8.0,
per_club,2023-24,actual 2023-24|EVE,n_2000+,11.0,
per_club,2023-24,actual 2023-24|FUL,n_2000+,8.0,
per_club,2023-24,actual 2023-24|LIV,n_2000+,8.0,
per_club,2023-24,actual 2023-24|LUT,n_2000+,5.0,
per_club,2023-24,actual 2023-24|MCI,n_2000+,11.0,
per_club,2023-24,actual 2023-24|MUN,n_2000+,6.0,
per_club,2023-24,actual 2023-24|NEW,n_2000+,7.0,
per_club,2023-24,actual 2023-24|NFO,n_2000+,3.0,
per_club,2023-24,actual 2023-24|SHU,n_2000+,7.0,
per_club,2023-24,actual 2023-24|TOT,n_2000+,11.0,
per_club,2023-24,actual 2023-24|WHU,n_2000+,10.0,
per_club,2023-24,actual 2023-24|WOL,n_2000+,10.0,
per_club,2023-24,actual 2023-24|ARS,n_3000+,4.0,
per_club,2023-24,actual 2023-24|AVL,n_3000+,4.0,
per_club,2023-24,actual 2023-24|BHA,n_3000+,1.0,
per_club,2023-24,actual 2023-24|BOU,n_3000+,2.0,
per_club,2023-24,actual 2023-24|BRE,n_3000+,2.0,
per_club,2023-24,actual 2023-24|BUR,n_3000+,1.0,
per_club,2023-24,actual 2023-24|CHE,n_3000+,1.0,
per_club,2023-24,actual 2023-24|CRY,n_3000+,2.0,
per_club,2023-24,actual 2023-24|EVE,n_3000+,4.0,
per_club,2023-24,actual 2023-24|FUL,n_3000+,2.0,
per_club,2023-24,actual 2023-24|LIV,n_3000+,1.0,
per_club,2023-24,actual 2023-24|LUT,n_3000+,1.0,
per_club,2023-24,actual 2023-24|MCI,n_3000+,0.0,
per_club,2023-24,actual 2023-24|MUN,n_3000+,3.0,
per_club,2023-24,actual 2023-24|NEW,n_3000+,2.0,
per_club,2023-24,actual 2023-24|NFO,n_3000+,1.0,
per_club,2023-24,actual 2023-24|SHU,n_3000+,0.0,
per_club,2023-24,actual 2023-24|TOT,n_3000+,2.0,
per_club,2023-24,actual 2023-24|WHU,n_3000+,4.0,
per_club,2023-24,actual 2023-24|WOL,n_3000+,3.0,
per_club,2023-24,actual 2023-24|ARS,top11_share,0.7857788410419989,
per_club,2023-24,actual 2023-24|AVL,top11_share,0.7534556087187666,
per_club,2023-24,actual 2023-24|BHA,top11_share,0.6124136097820309,
per_club,2023-24,actual 2023-24|BOU,top11_share,0.7365762892078681,
per_club,2023-24,actual 2023-24|BRE,top11_share,0.6906964380648591,
per_club,2023-24,actual 2023-24|BUR,top11_share,0.6542530568846359,
per_club,2023-24,actual 2023-24|CHE,top11_share,0.698006379585327,
per_club,2023-24,actual 2023-24|CRY,top11_share,0.6820308346624137,
per_club,2023-24,actual 2023-24|EVE,top11_share,0.7891812865497077,
per_club,2023-24,actual 2023-24|FUL,top11_share,0.6940723019670388,
per_club,2023-24,actual 2023-24|LIV,top11_share,0.662307283359915,
per_club,2023-24,actual 2023-24|LUT,top11_share,0.669351408825093,
per_club,2023-24,actual 2023-24|MCI,top11_share,0.7589048378522063,
per_club,2023-24,actual 2023-24|MUN,top11_share,0.6890749601275917,
per_club,2023-24,actual 2023-24|NEW,top11_share,0.6859117490696438,
per_club,2023-24,actual 2023-24|NFO,top11_share,0.5899787347155768,
per_club,2023-24,actual 2023-24|SHU,top11_share,0.6788676236044657,
per_club,2023-24,actual 2023-24|TOT,top11_share,0.7525784157363105,
per_club,2023-24,actual 2023-24|WHU,top11_share,0.7985645933014354,
per_club,2023-24,actual 2023-24|WOL,top11_share,0.764327485380117,
per_club,2023-24,actual 2023-24|ARS,gini,0.6346043642410895,
per_club,2023-24,actual 2023-24|AVL,gini,0.6658686017417615,
per_club,2023-24,actual 2023-24|BHA,gini,0.5924551828632386,
per_club,2023-24,actual 2023-24|BOU,gini,0.6273327907341966,
per_club,2023-24,actual 2023-24|BRE,gini,0.6211577401802252,
per_club,2023-24,actual 2023-24|BUR,gini,0.5891266552058324,
per_club,2023-24,actual 2023-24|CHE,gini,0.7320782105037918,
per_club,2023-24,actual 2023-24|CRY,gini,0.5816583352649057,
per_club,2023-24,actual 2023-24|EVE,gini,0.5970007137398071,
per_club,2023-24,actual 2023-24|FUL,gini,0.5766124840425311,
per_club,2023-24,actual 2023-24|LIV,gini,0.5952214974522398,
per_club,2023-24,actual 2023-24|LUT,gini,0.6512991963060571,
per_club,2023-24,actual 2023-24|MCI,gini,0.518682409343952,
per_club,2023-24,actual 2023-24|MUN,gini,0.6556120971317114,
per_club,2023-24,actual 2023-24|NEW,gini,0.6228748264608183,
per_club,2023-24,actual 2023-24|NFO,gini,0.6501907853467618,
per_club,2023-24,actual 2023-24|SHU,gini,0.6063230485702396,
per_club,2023-24,actual 2023-24|TOT,gini,0.6502231243349447,
per_club,2023-24,actual 2023-24|WHU,gini,0.5855269435133321,
per_club,2023-24,actual 2023-24|WOL,gini,0.6862055346590995,
per_club,2024-25,actual 2024-25|ARS,players,37.0,
per_club,2024-25,actual 2024-25|AVL,players,44.0,
per_club,2024-25,actual 2024-25|BHA,players,52.0,
per_club,2024-25,actual 2024-25|BOU,players,41.0,
per_club,2024-25,actual 2024-25|BRE,players,40.0,
per_club,2024-25,actual 2024-25|CHE,players,48.0,
per_club,2024-25,actual 2024-25|CRY,players,36.0,
per_club,2024-25,actual 2024-25|EVE,players,36.0,
per_club,2024-25,actual 2024-25|FUL,players,32.0,
per_club,2024-25,actual 2024-25|IPS,players,40.0,
per_club,2024-25,actual 2024-25|LEI,players,41.0,
per_club,2024-25,actual 2024-25|LIV,players,35.0,
per_club,2024-25,actual 2024-25|MCI,players,39.0,
per_club,2024-25,actual 2024-25|MUN,players,43.0,
per_club,2024-25,actual 2024-25|NEW,players,35.0,
per_club,2024-25,actual 2024-25|NFO,players,35.0,
per_club,2024-25,actual 2024-25|SOU,players,43.0,
per_club,2024-25,actual 2024-25|TOT,players,48.0,
per_club,2024-25,actual 2024-25|WHU,players,33.0,
per_club,2024-25,actual 2024-25|WOL,players,46.0,
per_club,2024-25,actual 2024-25|ARS,used(>0),25.0,
per_club,2024-25,actual 2024-25|AVL,used(>0),27.0,
per_club,2024-25,actual 2024-25|BHA,used(>0),30.0,
per_club,2024-25,actual 2024-25|BOU,used(>0),28.0,
per_club,2024-25,actual 2024-25|BRE,used(>0),28.0,
per_club,2024-25,actual 2024-25|CHE,used(>0),28.0,
per_club,2024-25,actual 2024-25|CRY,used(>0),25.0,
per_club,2024-25,actual 2024-25|EVE,used(>0),26.0,
per_club,2024-25,actual 2024-25|FUL,used(>0),26.0,
per_club,2024-25,actual 2024-25|IPS,used(>0),32.0,
per_club,2024-25,actual 2024-25|LEI,used(>0),32.0,
per_club,2024-25,actual 2024-25|LIV,used(>0),24.0,
per_club,2024-25,actual 2024-25|MCI,used(>0),30.0,
per_club,2024-25,actual 2024-25|MUN,used(>0),30.0,
per_club,2024-25,actual 2024-25|NEW,used(>0),24.0,
per_club,2024-25,actual 2024-25|NFO,used(>0),22.0,
per_club,2024-25,actual 2024-25|SOU,used(>0),35.0,
per_club,2024-25,actual 2024-25|TOT,used(>0),31.0,
per_club,2024-25,actual 2024-25|WHU,used(>0),27.0,
per_club,2024-25,actual 2024-25|WOL,used(>0),32.0,
per_club,2024-25,actual 2024-25|ARS,total_mins,37460.0,
per_club,2024-25,actual 2024-25|AVL,total_mins,38384.0,
per_club,2024-25,actual 2024-25|BHA,total_mins,36896.0,
per_club,2024-25,actual 2024-25|BOU,total_mins,37211.0,
per_club,2024-25,actual 2024-25|BRE,total_mins,37481.0,
per_club,2024-25,actual 2024-25|CHE,total_mins,38155.0,
per_club,2024-25,actual 2024-25|CRY,total_mins,36149.0,
per_club,2024-25,actual 2024-25|EVE,total_mins,37491.0,
per_club,2024-25,actual 2024-25|FUL,total_mins,37533.0,
per_club,2024-25,actual 2024-25|IPS,total_mins,37893.0,
per_club,2024-25,actual 2024-25|LEI,total_mins,37630.0,
per_club,2024-25,actual 2024-25|LIV,total_mins,37387.0,
per_club,2024-25,actual 2024-25|MCI,total_mins,37495.0,
per_club,2024-25,actual 2024-25|MUN,total_mins,36370.0,
per_club,2024-25,actual 2024-25|NEW,total_mins,37433.0,
per_club,2024-25,actual 2024-25|NFO,total_mins,37072.0,
per_club,2024-25,actual 2024-25|SOU,total_mins,37392.0,
per_club,2024-25,actual 2024-25|TOT,total_mins,37497.0,
per_club,2024-25,actual 2024-25|WHU,total_mins,38060.0,
per_club,2024-25,actual 2024-25|WOL,total_mins,37492.0,
per_club,2024-25,actual 2024-25|ARS,n_1000+,15.0,
per_club,2024-25,actual 2024-25|AVL,n_1000+,16.0,
per_club,2024-25,actual 2024-25|BHA,n_1000+,15.0,
per_club,2024-25,actual 2024-25|BOU,n_1000+,14.0,
per_club,2024-25,actual 2024-25|BRE,n_1000+,14.0,
per_club,2024-25,actual 2024-25|CHE,n_1000+,15.0,
per_club,2024-25,actual 2024-25|CRY,n_1000+,14.0,
per_club,2024-25,actual 2024-25|EVE,n_1000+,17.0,
per_club,2024-25,actual 2024-25|FUL,n_1000+,15.0,
per_club,2024-25,actual 2024-25|IPS,n_1000+,16.0,
per_club,2024-25,actual 2024-25|LEI,n_1000+,17.0,
per_club,2024-25,actual 2024-25|LIV,n_1000+,14.0,
per_club,2024-25,actual 2024-25|MCI,n_1000+,16.0,
per_club,2024-25,actual 2024-25|MUN,n_1000+,16.0,
per_club,2024-25,actual 2024-25|NEW,n_1000+,14.0,
per_club,2024-25,actual 2024-25|NFO,n_1000+,12.0,
per_club,2024-25,actual 2024-25|SOU,n_1000+,17.0,
per_club,2024-25,actual 2024-25|TOT,n_1000+,18.0,
per_club,2024-25,actual 2024-25|WHU,n_1000+,16.0,
per_club,2024-25,actual 2024-25|WOL,n_1000+,14.0,
per_club,2024-25,actual 2024-25|ARS,n_2000+,9.0,
per_club,2024-25,actual 2024-25|AVL,n_2000+,9.0,
per_club,2024-25,actual 2024-25|BHA,n_2000+,7.0,
per_club,2024-25,actual 2024-25|BOU,n_2000+,9.0,
per_club,2024-25,actual 2024-25|BRE,n_2000+,10.0,
per_club,2024-25,actual 2024-25|CHE,n_2000+,9.0,
per_club,2024-25,actual 2024-25|CRY,n_2000+,10.0,
per_club,2024-25,actual 2024-25|EVE,n_2000+,8.0,
per_club,2024-25,actual 2024-25|FUL,n_2000+,10.0,
per_club,2024-25,actual 2024-25|IPS,n_2000+,6.0,
per_club,2024-25,actual 2024-25|LEI,n_2000+,8.0,
per_club,2024-25,actual 2024-25|LIV,n_2000+,10.0,
per_club,2024-25,actual 2024-25|MCI,n_2000+,8.0,
per_club,2024-25,actual 2024-25|MUN,n_2000+,6.0,
per_club,2024-25,actual 2024-25|NEW,n_2000+,11.0,
per_club,2024-25,actual 2024-25|NFO,n_2000+,10.0,
per_club,2024-25,actual 2024-25|SOU,n_2000+,7.0,
per_club,2024-25,actual 2024-25|TOT,n_2000+,6.0,
per_club,2024-25,actual 2024-25|WHU,n_2000+,9.0,
per_club,2024-25,actual 2024-25|WOL,n_2000+,9.0,
per_club,2024-25,actual 2024-25|ARS,n_3000+,2.0,
per_club,2024-25,actual 2024-25|AVL,n_3000+,3.0,
per_club,2024-25,actual 2024-25|BHA,n_3000+,1.0,
per_club,2024-25,actual 2024-25|BOU,n_3000+,3.0,
per_club,2024-25,actual 2024-25|BRE,n_3000+,4.0,
per_club,2024-25,actual 2024-25|CHE,n_3000+,3.0,
per_club,2024-25,actual 2024-25|CRY,n_3000+,5.0,
per_club,2024-25,actual 2024-25|EVE,n_3000+,3.0,
per_club,2024-25,actual 2024-25|FUL,n_3000+,3.0,
per_club,2024-25,actual 2024-25|IPS,n_3000+,1.0,
per_club,2024-25,actual 2024-25|LEI,n_3000+,0.0,
per_club,2024-25,actual 2024-25|LIV,n_3000+,3.0,
per_club,2024-25,actual 2024-25|MCI,n_3000+,1.0,
per_club,2024-25,actual 2024-25|MUN,n_3000+,2.0,
per_club,2024-25,actual 2024-25|NEW,n_3000+,2.0,
per_club,2024-25,actual 2024-25|NFO,n_3000+,3.0,
per_club,2024-25,actual 2024-25|SOU,n_3000+,0.0,
per_club,2024-25,actual 2024-25|TOT,n_3000+,0.0,
per_club,2024-25,actual 2024-25|WHU,n_3000+,2.0,
per_club,2024-25,actual 2024-25|WOL,n_3000+,1.0,
per_club,2024-25,actual 2024-25|ARS,top11_share,0.733652312599681,
per_club,2024-25,actual 2024-25|AVL,top11_share,0.7137958532695374,
per_club,2024-25,actual 2024-25|BHA,top11_share,0.6810207336523126,
per_club,2024-25,actual 2024-25|BOU,top11_share,0.7592238171185539,
per_club,2024-25,actual 2024-25|BRE,top11_share,0.8208931419457736,
per_club,2024-25,actual 2024-25|CHE,top11_share,0.7665337586390218,
per_club,2024-25,actual 2024-25|CRY,top11_share,0.8012493354598618,
per_club,2024-25,actual 2024-25|EVE,top11_share,0.7206007442849548,
per_club,2024-25,actual 2024-25|FUL,top11_share,0.7491228070175439,
per_club,2024-25,actual 2024-25|IPS,top11_share,0.6423710792131845,
per_club,2024-25,actual 2024-25|LEI,top11_share,0.6658958001063264,
per_club,2024-25,actual 2024-25|LIV,top11_share,0.7753854332801702,
per_club,2024-25,actual 2024-25|MCI,top11_share,0.6675438596491228,
per_club,2024-25,actual 2024-25|MUN,top11_share,0.6700425305688463,
per_club,2024-25,actual 2024-25|NEW,top11_share,0.7879319510898458,
per_club,2024-25,actual 2024-25|NFO,top11_share,0.8147793726741095,
per_club,2024-25,actual 2024-25|SOU,top11_share,0.6528708133971292,
per_club,2024-25,actual 2024-25|TOT,top11_share,0.6058213716108453,
per_club,2024-25,actual 2024-25|WHU,top11_share,0.7176236044657097,
per_club,2024-25,actual 2024-25|WOL,top11_share,0.7257575757575757,
